userName,review,date,isEdited,title,rating,app_name,app_id
CongaDrums,"I was informed that I changed my profile in August 2021 !   I never did and I answered you back. 
It has been 5 months since I have not been able to use Gmail, (used to be my favorite) at all.  I have tried to enter back multiple times, but it seems stupid questions have been formatted by your staff. 

General questions are answered by Google very well.  When compared with Safari, the latter is better. 

Since I left Gmail, my spam and scam calls became overwhelming.  I had to buy Spam Blockers !  It has been noted by those who can overlook Google and Gmail activity that you do sell private data even if you have it in the agreement that you don’t.  For personal profit by your staff ?  You are the WORLD’S BIGGEST CORPORATION !  Are people hiding under your umbrella ?",2022-01-29 01:52:32,False,The Gmail,3,youtube-watch-listen-stream,544007664
i'm not telling you name,It’s a great app to be creative and fun make your own channel or watch other people just have fun on this amazing app it is such a good app you should just have such a great time on this app have fun don’t let anyone let you down if people are hating on you it’s OK because just be you it’s an awesome app to be creative and fun and just have an awesome time,2022-08-20 17:10:14,False,Great app,5,youtube-watch-listen-stream,544007664
ave ward,"Hello, I’ve been having problems making a short today and I’m wondering what to do. When I try to export the video it says couldn’t export video I try over and over still won’t work anyone know why it’s doing this? I’ve also had to contact CapCut having the same issues with overlaying get back to me when you can thank you!",2022-09-05 22:32:21,False,Trying to make a short,4,youtube-watch-listen-stream,544007664
helen santiago,Please bring back being able to sort videos from oldest to newest.  Only having it be newest to oldest and popular is annoying if someone wants to watch an old unpopular video on any channel.  Especially if they have years worth of content uploaded.  Other than that the app is nice but for now I prefer using  a browser.,2022-08-24 23:28:42,False,The sorting system is weird,4,youtube-watch-listen-stream,544007664
Pop Counterculture,"I have not received the narrative news of the oligarchy from consolidated mainstream sources since 2015 began. On occasion I will see it and be overwhelmed by the dread and fear it instills. If you are more aware than others, you will realize how much of it is propaganda. Not to mention that you can watch more informative videos, in general, that what you can get with t.v.",2022-07-10 14:57:48,False,Mainsteam T.V. News stinks,5,youtube-watch-listen-stream,544007664
yabossesboss,"So normally I would give this app 5 stars BUT I’ve been having some issues as of late. My iPad stalls when I try to play anything in 2160p which has never happened before. Also, the double ads? Get real. We barely want to see one before and after the video, let alone two unskippable ads in the beginning or middle. Do better please.",2022-07-22 01:52:57,False,A Few Problems,4,youtube-watch-listen-stream,544007664
Fffbff,"This has been my favorite app for the last 12 or 13 years and has always been my favorite place to watch videos, but the only thing I want to change is this, I wish you would bring back the dislike button.",2022-05-20 07:41:39,False,I love this app but there is only 1 problem.,5,youtube-watch-listen-stream,544007664
Warren6365478,"This app is good, everything works like it should which is great but ever since this update I downloaded today (30June2022) to enter full screen I have to swipe up and to exit I gotta swipe down on my iPad? Like why change something if it’s been working well for years. Why can’t I enter full screen like I use to. I know it’s a minor complaint but I just hate how they change things",2022-07-01 06:30:30,False,Works like it should but hate the update,3,youtube-watch-listen-stream,544007664
firestar 🔥,"What is annoying about this app is that when you pause a short and then the screen becomes a little gray and it annoys me and it has that little subscribe button on the left corner and it’s annoying please, please with a cherry on top fix it. It was better without that. Otherwise than that it’s a fantastic app I recommend it. 😄",2022-06-17 07:21:09,False,A little problem,4,youtube-watch-listen-stream,544007664
asfraer,"When you add a video to your Watch Later list that you’ve had added before, it doesn’t jump up the queue. Please fix this!

If I added a video long time ago and now I see it on my home page or in recommended and I add it to Watch Later now, means I want to watch it now or very soon, I don’t want to scroll through my long list to find where is it.

Please fix it! Then I’ll change it to good rating. I’m using this review system, because unfortunately you have no real support with actual humans, so here you go. Please fix!",2022-06-16 18:40:21,False,"Dear devs, pls fix!",1,youtube-watch-listen-stream,544007664
didntknowtheyhadtobedifferent,"Bug for every video I watch; it doesn’t display anything before the related video. Ex: I do not see channel, subscribe button, description, like and dislike buttons, as well as notification bell. Nonetheless it is trivial, however trivial as it is I just felt like typing this review to fix and because of boredom. Good day to you",2022-03-27 06:11:53,False,Bug(?),5,youtube-watch-listen-stream,544007664
